"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","lefv2603-desktop",,,,"User:","lefv2603"
"Cmdline:","dstat -gmrsty -c -C 0,1,2,3,total --output dstat.log",,,,"Date:","08 Jul 2020 23:10:25 EDT"
"paging",,"memory usage",,,,"io/total",,"swap",,"system","system",,"cpu0 usage",,,,,"cpu1 usage",,,,,"cpu2 usage",,,,,"cpu3 usage",,,,,"total cpu usage",,,,
0,0,2934747136,594317312,16896000,757694464,138,0,1390702592,683511808,08-07 23:21:59,6563,10381,8.081,5.051,86.869,0,0,10.784,8.824,44.118,36.275,0,6,3,71,20,0,5.941,2.970,79.208,11.881,0,7.769,4.762,70.426,17.043,0
0,0,2991915008,510418944,16896000,784424960,114,0,1390702592,683511808,08-07 23:22:00,13282,20965,5,7,77,11,0,17.822,13.861,35.644,32.673,0,15.152,12.121,65.657,7.071,0,2.062,2.062,95.876,0,0,9.848,8.838,68.182,13.131,0
0,0,3036938240,436629504,16904192,813182976,128,4,1390702592,683511808,08-07 23:22:01,5998,9850,9,9,57,25,0,6.931,8.911,36.634,47.525,0,7.143,3.061,89.796,0,0,1,3,96,0,0,6.234,5.985,69.576,18.204,0
0,0,3105210368,331460608,17039360,849944576,146,0,1390702592,683511808,08-07 23:22:02,4232,6791,5.941,8.911,55.446,29.703,0,8.824,14.706,41.176,35.294,0,5.941,4.950,89.109,0,0,2,1,96,1,0,5.198,7.673,70.545,16.584,0
0,0,3147186176,275005440,17039360,864419840,74,0,1390702592,683511808,08-07 23:22:03,1224,1556,50,9,23,18,0,0.952,8.571,71.429,19.048,0,16,0,84,0,0,1,1,98,0,0,16.790,4.691,69.136,9.383,0
0,0,3169079296,216358912,17039360,901173248,154,38,1390702592,683511808,08-07 23:22:04,5379,8432,3.883,8.738,56.311,31.068,0,6.481,12.037,59.259,22.222,0,11.881,5.941,78.218,3.960,0,1.010,3.030,79.798,16.162,0,5.651,7.125,68.550,18.673,0
0,0,3234103296,122273792,17039360,930234368,126,0,1390702592,683511808,08-07 23:22:05,13654,21762,19.608,19.608,12.745,48.039,0,6.667,9.524,81.905,1.905,0,17,10,68,5,0,4.040,4.040,91.919,0,0,12.225,11.247,62.836,13.692,0
0,28672,3267211264,80998400,16191488,945971200,110,7,1390702592,683511808,08-07 23:22:06,17422,29905,21.154,25,31.731,22.115,0,18.447,19.417,46.602,15.534,0,8.333,21.296,70.370,0,0,21.569,13.725,59.804,4.902,0,17.422,19.570,52.506,10.501,0
0,36864,3255767040,69816320,16199680,967802880,134,85,1390706688,683507712,08-07 23:22:07,7991,12864,20.588,11.765,8.824,58.824,0,1.923,8.654,81.731,7.692,0,4.762,13.333,80,1.905,0,13.861,6.931,78.218,0.990,0,10,10.244,62.439,17.317,0
0,61440,3244216320,73900032,14778368,976797696,120,15,1390706688,683507712,08-07 23:22:08,10373,17114,17,12,28,43,0,2.020,10.101,80.808,7.071,0,3.960,7.921,88.119,0,0,15.152,10.101,65.657,9.091,0,9.774,10.025,65.664,14.536,0
0,4096,3253235712,77201408,14778368,961331200,132,3,1390710784,683503616,08-07 23:22:09,8224,13388,22.222,11.111,8.081,58.586,0,3.960,6.931,88.119,0.990,0,1.980,8.911,89.109,0,0,3.922,7.843,88.235,0,0,7.463,8.706,69.154,14.677,0
0,90112,3220070400,128118784,14778368,943579136,332,22,1390714880,683499520,08-07 23:22:10,4624,7504,8.911,14.851,34.653,41.584,0,10,9,63,18,0,1,15,81,3,0,14.706,6.863,78.431,0,0,8.889,11.358,63.951,15.802,0
8912896,7458816,3299737600,221655040,14393344,769703936,2366,1833,1389592576,684621824,08-07 23:22:11,7546,12590,18.868,23.585,51.887,5.660,0,21,14,61,4,0,27.723,13.861,56.436,1.980,0,14.151,33.962,42.453,9.434,0,20.388,21.602,52.670,5.340,0
13119488,50143232,3540766720,254009344,9756672,483262464,3417,12294,1424830464,649383936,08-07 23:22:12,4672,7280,18.803,18.803,49.573,12.821,0,9.322,53.390,19.492,17.797,0,18.966,14.655,40.517,25.862,0,3.478,66.087,30.435,0,0,12.661,38.197,35.193,13.948,0
1499136,2711552,3625984000,311828480,2134016,346423296,1138,662,1425952768,648261632,08-07 23:22:13,4862,7254,28.409,17.045,47.727,6.818,0,6.024,26.506,40.964,26.506,0,10.714,19.048,66.667,3.571,0,8.140,26.744,55.814,9.302,0,13.196,22.581,52.493,11.730,0
1724416,0,3627761664,275804160,2965504,379219968,1367,0,1424334848,649879552,08-07 23:22:14,6005,9082,6.250,10.417,69.792,13.542,0,22,11,37,30,0,7.292,9.375,45.833,37.500,0,9.184,7.143,62.245,21.429,0,11.735,9.439,53.571,25.255,0
1122304,24576,3628687360,277577728,4059136,375918592,1364,6,1423257600,650956800,08-07 23:22:15,5819,8602,8.081,13.131,53.535,25.253,0,12.121,5.051,21.212,61.616,0,8,11,22,59,0,6.186,5.155,53.608,35.052,0,8.397,8.397,37.405,45.802,0
12288,2895872,3630788608,270188544,3891200,380203008,553,707,1426132992,648081408,08-07 23:22:16,6453,10466,29.703,12.871,16.832,40.594,0,15.306,19.388,34.694,30.612,0,10,19,55,16,0,12.121,8.081,47.475,32.323,0,16.792,15.038,38.346,29.825,0
0,24576,3627696128,278638592,3932160,374263808,260,10,1426157568,648056832,08-07 23:22:17,7059,11473,24.490,12.245,38.776,24.490,0,8.511,9.574,75.532,6.383,0,17.526,9.278,64.948,8.247,0,11.957,9.783,71.739,6.522,0,16.010,9.974,62.467,11.549,0
4096,2809856,3628077056,282398720,3993600,370061312,167,686,1428959232,645255168,08-07 23:22:18,4974,7878,20.619,12.371,61.856,5.155,0,8.602,5.376,73.118,12.903,0,9.375,7.292,80.208,3.125,0,10.204,2.041,87.755,0,0,11.749,7.050,76.240,4.961,0
4096,0,3628244992,272257024,3997696,380559360,153,0,1428955136,645259264,08-07 23:22:19,6331,9905,25.253,14.141,55.556,5.051,0,11.579,10.526,67.368,10.526,0,9.474,11.579,75.789,3.158,0,11.340,6.186,78.351,4.124,0,15.206,10.309,68.814,5.670,0
143360,0,3628728320,271368192,3997696,380964864,51,0,1428803584,645410816,08-07 23:22:20,5850,9474,16.327,7.143,76.531,0,0,9.375,5.208,85.417,0,0,24.038,11.538,64.423,0,0,7.368,5.263,86.316,1.053,0,13.846,7.692,78.205,0.256,0
0,0,3628904448,271192064,3997696,380964864,2,0,1428803584,645410816,08-07 23:22:21,4999,8100,5.263,4.211,90.526,0,0,6.316,7.368,86.316,0,0,9.474,7.368,83.158,0,0,7.143,4.082,88.776,0,0,7.552,5.469,86.979,0,0
12288,3833856,3623309312,281497600,4665344,375590912,409,940,1432621056,641593344,08-07 23:22:22,7440,12238,10.309,18.557,63.918,7.216,0,10,10,71,9,0,18.085,11.702,62.766,7.447,0,13.131,10.101,71.717,5.051,0,12.821,12.564,67.436,7.179,0
0,1327104,3632181248,269434880,5365760,378081280,228,367,1434144768,640069632,08-07 23:22:23,6475,10639,11.111,10.101,75.758,3.030,0,24,11,61,4,0,15,10,71,4,0,10.638,9.574,79.787,0,0,14.937,10.380,71.392,3.291,0
0,12500992,3627446272,283521024,5251072,368754688,56,3015,1446379520,627834880,08-07 23:22:24,5844,9351,12.371,10.309,74.227,3.093,0,26.531,13.265,59.184,1.020,0,8.163,27.551,63.265,1.020,0,15.686,13.725,65.686,4.902,0,15.816,16.071,66.071,2.041,0
12288,23486464,3603820544,278810624,5165056,376639488,673,5734,1469497344,604717056,08-07 23:22:25,7740,11491,14.737,13.684,35.789,35.789,0,23.711,18.557,39.175,18.557,0,13.861,30.693,20.792,34.653,0,19.792,10.417,40.625,29.167,0,18.112,18.367,33.929,29.592,0
32768,13242368,3604639744,272699392,5132288,384090112,336,3233,1482457088,591757312,08-07 23:22:26,6467,11247,21.212,10.101,63.636,5.051,0,21.277,18.085,59.574,1.064,0,17.347,11.224,56.122,15.306,0,19.588,8.247,62.887,9.278,0,20.051,12.082,60.411,7.455,0
8192,0,3599495168,277835776,5132288,376815616,4,50,1482452992,591761408,08-07 23:22:27,4772,7746,9.278,5.155,85.567,0,0,16.495,6.186,77.320,0,0,6.383,5.319,88.298,0,0,8.911,4.950,86.139,0,0,10.336,5.168,84.496,0,0
8192,0,3602051072,272977920,5140480,382431232,52,26,1482444800,591769600,08-07 23:22:28,5029,8162,17.347,4.082,75.510,3.061,0,11.458,6.250,81.250,1.042,0,12,11,76,1,0,11.224,6.122,82.653,0,0,12.500,6.888,79.082,1.531,0
0,0,3598356480,276672512,5140480,377253888,0,0,1482444800,591769600,08-07 23:22:29,4855,7865,9,6,85,0,0,23.711,3.093,73.196,0,0,10.417,5.208,84.375,0,0,8.247,4.124,87.629,0,0,12.596,4.627,82.776,0,0
4096,0,3598274560,274874368,5140480,379625472,31,0,1482440704,591773696,08-07 23:22:30,5286,8610,14.286,6.122,78.571,1.020,0,32.323,5.051,59.596,3.030,0,11.111,7.071,81.818,0,0,14.583,4.167,81.250,0,0,18.575,5.598,75.064,0.763,0
0,0,3596656640,271032320,5140480,385085440,28,0,1482440704,591773696,08-07 23:22:31,5405,8731,17.347,4.082,76.531,2.041,0,19.388,11.224,69.388,0,0,12.381,13.333,74.286,0,0,13,8,72,7,0,15.288,9.273,73.183,2.256,0
8192,0,3596312576,271134720,5140480,385331200,8,0,1482432512,591781888,08-07 23:22:32,5303,8571,10.204,6.122,83.673,0,0,10.309,5.155,84.536,0,0,6.316,8.421,85.263,0,0,24.242,8.081,67.677,0,0,12.788,6.905,80.051,0.256,0
294912,0,3594780672,272658432,5148672,383553536,72,4,1482153984,592060416,08-07 23:22:33,4669,7639,9.278,3.093,87.629,0,0,5.208,4.167,90.625,0,0,12,7,81,0,0,22.330,6.796,70.874,0,0,12.626,5.303,82.071,0,0
12288,0,3595497472,271933440,5148672,385077248,3,0,1482149888,592064512,08-07 23:22:34,4737,7784,7.921,6.931,85.149,0,0,12.245,2.041,85.714,0,0,12.121,6.061,81.818,0,0,12.245,5.102,82.653,0,0,10.433,5.089,84.478,0,0
0,0,3595329536,272097280,5148672,384786432,0,0,1482149888,592064512,08-07 23:22:35,5038,8220,11.458,5.208,83.333,0,0,8.911,5.941,85.149,0,0,8.163,9.184,82.653,0,0,17.347,5.102,77.551,0,0,11.899,6.329,81.772,0,0
0,0,3594944512,272388096,5148672,383647744,10,0,1482145792,592068608,08-07 23:22:36,4919,7889,10.784,7.843,80.392,0.980,0,3.158,5.263,91.579,0,0,7.071,9.091,82.828,1.010,0,19.802,8.911,71.287,0,0,10.101,7.828,81.818,0.253,0
12288,0,3596070912,271089664,5148672,385613824,11,0,1482141696,592072704,08-07 23:22:37,5477,9409,20.619,8.247,71.134,0,0,25,4,70,1,0,25,10,65,0,0,17.526,9.278,73.196,0,0,22.222,8.081,69.444,0.253,0
0,0,3596091392,271052800,5156864,385335296,0,64,1482141696,592072704,08-07 23:22:38,5151,8285,13.131,4.040,82.828,0,0,14.433,3.093,82.474,0,0,10.891,8.911,80.198,0,0,22,8,69,1,0,15.075,5.779,78.643,0.503,0
8192,0,3596562432,270041088,5169152,386154496,8,2,1482137600,592076800,08-07 23:22:39,5521,9172,17,7,76,0,0,28.283,6.061,65.657,0,0,17.526,10.309,72.165,0,0,16.495,4.124,79.381,0,0,19.949,7.161,72.890,0,0
0,0,3596746752,269848576,5169152,386162688,0,0,1482137600,592076800,08-07 23:22:40,5201,8586,12.121,8.081,79.798,0,0,21.212,14.141,64.646,0,0,17.347,8.163,74.490,0,0,15,6,79,0,0,16.373,8.816,74.811,0,0
4096,0,3596054528,270536704,5169152,386170880,1,0,1482133504,592080896,08-07 23:22:41,5193,8767,17.822,5.941,76.238,0,0,11.111,7.071,81.818,0,0,16.667,8.333,75,0,0,16.327,4.082,79.592,0,0,15.949,6.076,77.975,0,0
8192,0,3596730368,268611584,5169152,387428352,38,0,1482125312,592089088,08-07 23:22:42,5944,10222,22.449,12.245,64.286,1.020,0,20.755,13.208,64.151,1.887,0,22.772,8.911,68.317,0,0,35.052,8.247,55.670,1.031,0,24.561,11.028,63.409,1.003,0
0,14524416,3585617920,284270592,5173248,377917440,0,3550,1496535040,577679360,08-07 23:22:43,4888,8120,21,5,74,0,0,6,22,72,0,0,12.766,7.447,79.787,0,0,27.273,7.071,65.657,0,0,16.962,10.380,72.658,0,0
0,0,3585888256,283996160,5173248,377397248,0,0,1496535040,577679360,08-07 23:22:44,4993,8004,13.542,6.250,80.208,0,0,11.538,10.577,77.885,0,0,11.458,6.250,82.292,0,0,18.557,7.216,74.227,0,0,13.959,7.614,78.426,0,0
20480,0,3588808704,281079808,5181440,377901056,9,0,1496522752,577691648,08-07 23:22:45,5524,8806,17.526,4.124,77.320,1.031,0,11.765,10.784,77.451,0,0,11.340,5.155,83.505,0,0,23,10,67,0,0,15.306,7.653,76.786,0.255,0
0,0,3587657728,282206208,5181440,376107008,0,0,1496522752,577691648,08-07 23:22:46,5096,7965,9.091,5.051,85.859,0,0,5.714,12.381,81.905,0,0,8.333,7.292,84.375,0,0,16.327,9.184,74.490,0,0,10.644,8.663,80.693,0,0
0,0,3587727360,282132480,5181440,376111104,0,0,1496522752,577691648,08-07 23:22:47,5161,8160,14,3,83,0,0,8.571,11.429,80,0,0,8.911,8.911,82.178,0,0,11.111,4.040,84.848,0,0,10.224,6.733,83.042,0,0
4096,0,3588874240,280428544,5206016,378482688,35,24,1496514560,577699840,08-07 23:22:48,5628,9443,18.750,5.208,76.042,0,0,19.192,8.081,68.687,4.040,0,28.125,8.333,63.542,0,0,17.526,5.155,77.320,0,0,20.972,6.905,71.100,1.023,0
4096,0,3585986560,283308032,5206016,378490880,1,0,1496510464,577703936,08-07 23:22:49,5548,9432,15.625,7.292,77.083,0,0,21.429,3.061,75.510,0,0,31.313,10.101,58.586,0,0,19.588,6.186,74.227,0,0,22.108,6.427,71.465,0,0
8192,0,3585691648,283602944,5206016,378499072,2,0,1496506368,577708032,08-07 23:22:50,5281,8839,15.464,4.124,80.412,0,0,24.490,3.061,72.449,0,0,25.263,10.526,64.211,0,0,11.340,5.155,83.505,0,0,18.701,5.714,75.584,0,0
8192,0,3586166784,283119616,5206016,378507264,2,0,1496498176,577716224,08-07 23:22:51,5326,8983,32.323,9.091,58.586,0,0,19.149,4.255,76.596,0,0,12.632,9.474,77.895,0,0,20.408,6.122,73.469,0,0,21.851,7.198,70.951,0,0
0,0,3586641920,282640384,5206016,378519552,0,0,1496498176,577716224,08-07 23:22:52,5054,8374,18.367,9.184,72.449,0,0,15.464,3.093,81.443,0,0,14.286,6.122,79.592,0,0,14.286,3.061,82.653,0,0,15.167,5.398,79.434,0,0
0,0,3585196032,284078080,5214208,376692736,0,4,1496498176,577716224,08-07 23:22:53,5365,8889,22.549,4.902,72.549,0,0,13.265,3.061,83.673,0,0,8.247,10.309,81.443,0,0,11.111,8.081,80.808,0,0,13.602,6.801,79.345,0.252,0
4096,0,3586023424,283238400,5214208,378249216,1,0,1496494080,577720320,08-07 23:22:54,5199,8618,16.162,6.061,77.778,0,0,9.278,6.186,84.536,0,0,9.375,7.292,83.333,0,0,13.725,6.863,79.412,0,0,12.183,6.599,81.218,0,0
8192,0,3585110016,284139520,5214208,376766464,2,0,1496485888,577728512,08-07 23:22:55,4895,8087,21.429,8.163,70.408,0,0,8.247,5.155,86.598,0,0,7.143,11.224,81.633,0,0,12.871,3.960,83.168,0,0,12.658,7.089,80.253,0,0
4096,0,3585208320,284024832,5214208,376737792,1,0,1496481792,577732608,08-07 23:22:56,5463,9119,13.131,5.051,81.818,0,0,10.204,7.143,82.653,0,0,23.711,9.278,67.010,0,0,12.500,5.208,82.292,0,0,14.615,6.923,78.462,0,0
0,0,3585994752,283238400,5214208,378572800,0,0,1496481792,577732608,08-07 23:22:57,5050,8343,14.563,5.825,79.612,0,0,12,5,83,0,0,25.773,9.278,64.948,0,0,15,4,81,0,0,16.667,5.556,77.778,0,0
4096,0,3585417216,283807744,5214208,377012224,1,0,1496477696,577736704,08-07 23:22:58,5119,8745,14.141,4.040,81.818,0,0,10.204,6.122,83.673,0,0,6.061,12.121,81.818,0,0,25.743,6.931,67.327,0,0,14.536,7.268,78.195,0,0
32768,0,3585593344,283619328,5222400,377036800,8,4,1496453120,577761280,08-07 23:22:59,7560,13840,40.404,14.141,45.455,0,0,43,12,44,1,0,32.292,12.500,55.208,0,0,31.313,15.152,53.535,0,0,36.896,13.486,49.618,0,0
0,0,3587088384,280911872,5222400,379518976,10,0,1496453120,577761280,08-07 23:23:00,4983,8202,9.091,7.071,82.828,1.010,0,10.526,3.158,84.211,2.105,0,8.081,10.101,81.818,0,0,9.804,6.863,83.333,0,0,8.883,6.853,83.503,0.761,0
0,0,3586039808,281739264,5365760,378073088,10,0,1496453120,577761280,08-07 23:23:01,4706,7604,9.278,3.093,87.629,0,0,16.162,8.081,74.747,1.010,0,8.333,6.250,85.417,0,0,9,5,86,0,0,11.392,5.570,82.785,0.253,0
4096,0,3588112384,279662592,5365760,380379136,1,0,1496449024,577765376,08-07 23:23:02,5082,8269,11.111,5.051,83.838,0,0,23.469,7.143,69.388,0,0,9.278,7.216,83.505,0,0,14.706,6.863,78.431,0,0,14.249,6.616,79.135,0,0
0,0,3587420160,280317952,5382144,379404288,4,76,1496449024,577765376,08-07 23:23:03,5308,8344,6.122,6.122,87.755,0,0,9.474,3.158,87.368,0,0,14.286,9.184,74.490,2.041,0,15,7,78,0,0,11.224,6.378,81.888,0.510,0
0,0,3587796992,279937024,5390336,379924480,0,6,1496449024,577765376,08-07 23:23:04,5181,8286,25.253,5.051,69.697,0,0,9.278,5.155,84.536,1.031,0,16.162,6.061,77.778,0,0,6.186,6.186,87.629,0,0,14.504,5.598,79.644,0.254,0
0,0,3586744320,280969216,5390336,378109952,0,2,1496449024,577765376,08-07 23:23:05,4809,7792,22.449,6.122,71.429,0,0,10.204,3.061,86.735,0,0,12.121,4.040,83.838,0,0,8.333,3.125,88.542,0,0,13.333,4.103,82.564,0,0
0,0,3586789376,280920064,5390336,378114048,0,0,1496449024,577765376,08-07 23:23:06,4653,7513,17.172,5.051,77.778,0,0,7.368,2.105,90.526,0,0,8.247,5.155,86.598,0,0,8.081,6.061,85.859,0,0,10.714,4.592,84.694,0,0
0,0,3586707456,280993792,5390336,378126336,0,0,1496444928,577769472,08-07 23:23:07,4800,7881,13.131,5.051,81.818,0,0,6,7,87,0,0,7.368,6.316,86.316,0,0,6.250,3.125,90.625,0,0,7.474,5.412,87.113,0,0
0,0,3586134016,281563136,5390336,378130432,0,0,1496444928,577769472,08-07 23:23:08,4700,7613,17.708,8.333,73.958,0,0,7.143,6.122,86.735,0,0,10.204,7.143,82.653,0,0,8,5,87,0,0,11.168,6.599,82.234,0,0
0,0,3586465792,280231936,5398528,380653568,6,4,1496444928,577769472,08-07 23:23:09,5324,8373,23.232,5.051,71.717,0,0,11.340,3.093,85.567,0,0,14,7,75,4,0,9.278,3.093,87.629,0,0,14.467,4.569,79.695,1.269,0
0,0,3585552384,281133056,5398528,379133952,0,0,1496444928,577769472,08-07 23:23:10,5325,8339,10,7,83,0,0,8.911,6.931,84.158,0,0,8,8,84,0,0,22.222,6.061,71.717,0,0,12.060,7.035,80.905,0,0
8192,0,3587457024,279224320,5398528,381976576,2,0,1496440832,577773568,08-07 23:23:11,5372,8690,29,6,65,0,0,12.745,6.863,80.392,0,0,11.340,8.247,80.412,0,0,12.245,6.122,81.633,0,0,16.792,6.767,76.441,0,0
8192,0,3587248128,279429120,5398528,380473344,2,0,1496432640,577781760,08-07 23:23:12,5447,8782,27.273,5.051,67.677,0,0,13.402,3.093,83.505,0,0,11.340,8.247,80.412,0,0,13.402,4.124,82.474,0,0,15.938,5.141,78.920,0,0
24576,0,3591393280,275279872,5406720,380977152,10,0,1496424448,577789952,08-07 23:23:13,5295,8317,15.306,5.102,79.592,0,0,6.122,7.143,85.714,1.020,0,10.101,8.081,81.818,0,0,11.111,5.051,83.838,0,0,11.139,6.329,82.532,0,0
4096,0,3591077888,275578880,5406720,381243392,1,0,1496420352,577794048,08-07 23:23:14,5296,8782,24.490,6.122,69.388,0,0,12.245,5.102,82.653,0,0,12.245,8.163,79.592,0,0,15.152,4.040,80.808,0,0,15.641,5.641,78.718,0,0
0,0,3593015296,273620992,5414912,382050304,0,4,1496420352,577794048,08-07 23:23:15,5082,8331,23.711,7.216,68.041,1.031,0,9.278,5.155,85.567,0,0,8.511,5.319,86.170,0,0,10.204,5.102,84.694,0,0,13.333,6.154,80.256,0.256,0
0,0,3591495680,275140608,5414912,379543552,0,0,1496420352,577794048,08-07 23:23:16,5257,8343,10,7,83,0,0,5.263,5.263,89.474,0,0,13,5,82,0,0,21,7,72,0,0,12.020,5.627,82.353,0,0
4096,0,3589558272,277065728,5414912,382074880,1,0,1496416256,577798144,08-07 23:23:17,5504,9269,15.306,5.102,79.592,0,0,14.583,5.208,80.208,0,0,14.583,7.292,78.125,0,0,25.743,8.911,65.347,0,0,17.436,6.923,75.641,0,0
0,0,3586695168,279928832,5414912,379453440,0,0,1496416256,577798144,08-07 23:23:18,4935,8468,12.121,7.071,80.808,0,0,10.204,8.163,81.633,0,0,12.121,10.101,77.778,0,0,20.619,7.216,72.165,0,0,14.141,8.081,77.778,0,0
180224,0,3586297856,279121920,5414912,380395520,78,0,1496264704,577949696,08-07 23:23:19,4995,8181,10.204,6.122,80.612,3.061,0,8.421,3.158,88.421,0,0,13.131,8.081,76.768,2.020,0,21.429,5.102,73.469,0,0,13.077,5.897,79.744,1.282,0
8192,0,3586486272,278937600,5423104,380383232,2,4,1496256512,577957888,08-07 23:23:20,5000,8128,10,4,86,0,0,7.143,6.122,86.735,0,0,12.121,5.051,82.828,0,0,10,4,86,0,0,9.645,4.569,85.787,0,0
16384,0,3586420736,278986752,5423104,380399616,4,0,1496248320,577966080,08-07 23:23:21,5103,8105,9.184,5.102,85.714,0,0,6.316,3.158,90.526,0,0,8,9,83,0,0,22.222,5.051,72.727,0,0,11.899,5.823,82.278,0,0
0,0,3587321856,278089728,5423104,380399616,2,0,1496248320,577966080,08-07 23:23:22,4713,7632,8.911,6.931,83.168,0.990,0,10,6,84,0,0,8.824,9.804,81.373,0,0,19.192,8.081,72.727,0,0,11.250,7.500,81,0.250,0
0,0,3587244032,278065152,5423104,380502016,0,0,1496248320,577966080,08-07 23:23:23,4933,7964,9.901,6.931,83.168,0,0,6.122,9.184,84.694,0,0,8.333,2.083,89.583,0,0,19.388,6.122,74.490,0,0,10.969,5.867,83.163,0,0
8192,0,3587407872,277889024,5423104,380514304,2,0,1496244224,577970176,08-07 23:23:24,5205,8139,8.081,7.071,84.848,0,0,6.250,7.292,86.458,0,0,9.091,5.051,85.859,0,0,20.202,5.051,74.747,0,0,11.392,6.076,82.532,0,0
0,0,3593965568,271441920,5431296,387887104,0,4,1495986176,578228224,08-07 23:23:25,8319,14856,16.667,24.510,58.824,0,0,15,11,73,1,0,16,9,75,0,0,24.510,13.725,61.765,0,0,17.413,14.925,67.413,0.249,0
